D04_OR	D04_OR_R1_DNA	Paired end metagenomic sequencing of D04_OR_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D04-OR-R1_1.fq.gz	D04-OR-R1_2.fq.gz	D04-OR-R1_orphans.fq.gz
D06_NF	D06_NF_R1_DNA	Paired end metagenomic sequencing of D06_NF_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D06-NF-R1_1.fq.gz	D06-NF-R1_2.fq.gz	D06-NF-R1_orphans.fq.gz
D01_OF	D01_OF_R1_DNA	Paired end metagenomic sequencing of D01_OF_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D01-OF-R1_1.fq.gz	D01-OF-R1_2.fq.gz	D01-OF-R1_orphans.fq.gz
D10_NF	D10_NF_R1_DNA	Paired end metagenomic sequencing of D10_NF_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D10-NF-R1_1.fq.gz	D10-NF-R1_2.fq.gz	D10-NF-R1_orphans.fq.gz
D03_OH	D03_OH_R1_DNA	Paired end metagenomic sequencing of D03_OH_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D03-OH-R1_1.fq.gz	D03-OH-R1_2.fq.gz	D03-OH-R1_orphans.fq.gz
D07_OH	D07_OH_R1_DNA	Paired end metagenomic sequencing of D07_OH_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D07-OH-R1_1.fq.gz	D07-OH-R1_2.fq.gz	D07-OH-R1_orphans.fq.gz
D09_ZH	D09_ZH_R1_DNA	Paired end metagenomic sequencing of D09_ZH_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D09-ZH-R1_1.fq.gz	D09-ZH-R1_2.fq.gz	D09-ZH-R1_orphans.fq.gz
D10_ZF	D10_ZF_R1_DNA	Paired end metagenomic sequencing of D10_ZF_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D10-ZF-R1_1.fq.gz	D10-ZF-R1_2.fq.gz	D10-ZF-R1_orphans.fq.gz
D01_ZH	D01_ZH_R1_DNA	Paired end metagenomic sequencing of D01_ZH_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D01-ZH-R1_1.fq.gz	D01-ZH-R1_2.fq.gz	D01-ZH-R1_orphans.fq.gz
D05_OF	D05_OF_R1_DNA	Paired end metagenomic sequencing of D05_OF_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D05-OF-R1_1.fq.gz	D05-OF-R1_2.fq.gz	D05-OF-R1_orphans.fq.gz
D03_ZR	D03_ZR_R1_DNA	Paired end metagenomic sequencing of D03_ZR_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D03-ZR-R1_1.fq.gz	D03-ZR-R1_2.fq.gz	D03-ZR-R1_orphans.fq.gz
D08_OR	D08_OR_R1_DNA	Paired end metagenomic sequencing of D08_OR_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D08-OR-R1_1.fq.gz	D08-OR-R1_2.fq.gz	D08-OR-R1_orphans.fq.gz
D09_OF	D09_OF_R1_DNA	Paired end metagenomic sequencing of D09_OF_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D09-OF-R1_1.fq.gz	D09-OF-R1_2.fq.gz	D09-OF-R1_orphans.fq.gz
D02_NF	D02_NF_R1_DNA	Paired end metagenomic sequencing of D02_NF_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D02-NF-R1_1.fq.gz	D02-NF-R1_2.fq.gz	D02-NF-R1_orphans.fq.gz
D07_ZR	D07_ZR_R1_DNA	Paired end metagenomic sequencing of D07_ZR_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D07-ZR-R1_1.fq.gz	D07-ZR-R1_2.fq.gz	D07-ZR-R1_orphans.fq.gz
D06_ZF	D06_ZF_R1_DNA	Paired end metagenomic sequencing of D06_ZF_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D06-ZF-R1_1.fq.gz	D06-ZF-R1_2.fq.gz	D06-ZF-R1_orphans.fq.gz
D02_ZF	D02_ZF_R1_DNA	Paired end metagenomic sequencing of D02_ZF_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D02-ZF-R1_1.fq.gz	D02-ZF-R1_2.fq.gz	D02-ZF-R1_orphans.fq.gz
D05_ZH	D05_ZH_R1_DNA	Paired end metagenomic sequencing of D05_ZH_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D05-ZH-R1_1.fq.gz	D05-ZH-R1_2.fq.gz	D05-ZH-R1_orphans.fq.gz
D03_ZF	D03_ZF_R1_DNA	Paired end metagenomic sequencing of D03_ZF_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D03-ZF-R1_1.fq.gz	D03-ZF-R1_2.fq.gz	D03-ZF-R1_orphans.fq.gz
D01_OR	D01_OR_R1_DNA	Paired end metagenomic sequencing of D01_OR_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D01-OR-R1_1.fq.gz	D01-OR-R1_2.fq.gz	D01-OR-R1_orphans.fq.gz
D07_ZF	D07_ZF_R1_DNA	Paired end metagenomic sequencing of D07_ZF_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D07-ZF-R1_1.fq.gz	D07-ZF-R1_2.fq.gz	D07-ZF-R1_orphans.fq.gz
D07_NF	D07_NF_R1_DNA	Paired end metagenomic sequencing of D07_NF_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D07-NF-R1_1.fq.gz	D07-NF-R1_2.fq.gz	D07-NF-R1_orphans.fq.gz
D04_OH	D04_OH_R1_DNA	Paired end metagenomic sequencing of D04_OH_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D04-OH-R1_1.fq.gz	D04-OH-R1_2.fq.gz	D04-OH-R1_orphans.fq.gz
D02_ZH	D02_ZH_R1_DNA	Paired end metagenomic sequencing of D02_ZH_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D02-ZH-R1_1.fq.gz	D02-ZH-R1_2.fq.gz	D02-ZH-R1_orphans.fq.gz
D10_ZH	D10_ZH_R1_DNA	Paired end metagenomic sequencing of D10_ZH_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D10-ZH-R1_1.fq.gz	D10-ZH-R1_2.fq.gz	D10-ZH-R1_orphans.fq.gz
D05_OR	D05_OR_R1_DNA	Paired end metagenomic sequencing of D05_OR_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D05-OR-R1_1.fq.gz	D05-OR-R1_2.fq.gz	D05-OR-R1_orphans.fq.gz
D03_NF	D03_NF_R1_DNA	Paired end metagenomic sequencing of D03_NF_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D03-NF-R1_1.fq.gz	D03-NF-R1_2.fq.gz	D03-NF-R1_orphans.fq.gz
D09_OR	D09_OR_R1_DNA	Paired end metagenomic sequencing of D09_OR_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D09-OR-R1_1.fq.gz	D09-OR-R1_2.fq.gz	D09-OR-R1_orphans.fq.gz
D08_OH	D08_OH_R1_DNA	Paired end metagenomic sequencing of D08_OH_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D08-OH-R1_1.fq.gz	D08-OH-R1_2.fq.gz	D08-OH-R1_orphans.fq.gz
D10_OF	D10_OF_R1_DNA	Paired end metagenomic sequencing of D10_OF_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D10-OF-R1_1.fq.gz	D10-OF-R1_2.fq.gz	D10-OF-R1_orphans.fq.gz
D06_OF	D06_OF_R1_DNA	Paired end metagenomic sequencing of D06_OF_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D06-OF-R1_1.fq.gz	D06-OF-R1_2.fq.gz	D06-OF-R1_orphans.fq.gz
D04_ZR	D04_ZR_R1_DNA	Paired end metagenomic sequencing of D04_ZR_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D04-ZR-R1_1.fq.gz	D04-ZR-R1_2.fq.gz	D04-ZR-R1_orphans.fq.gz
D06_ZH	D06_ZH_R1_DNA	Paired end metagenomic sequencing of D06_ZH_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D06-ZH-R1_1.fq.gz	D06-ZH-R1_2.fq.gz	D06-ZH-R1_orphans.fq.gz
D08_ZR	D08_ZR_R1_DNA	Paired end metagenomic sequencing of D08_ZR_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D08-ZR-R1_1.fq.gz	D08-ZR-R1_2.fq.gz	D08-ZR-R1_orphans.fq.gz
D02_OF	D02_OF_R1_DNA	Paired end metagenomic sequencing of D02_OF_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D02-OF-R1_1.fq.gz	D02-OF-R1_2.fq.gz	D02-OF-R1_orphans.fq.gz
D03_OF	D03_OF_R1_DNA	Paired end metagenomic sequencing of D03_OF_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D03-OF-R1_1.fq.gz	D03-OF-R1_2.fq.gz	D03-OF-R1_orphans.fq.gz
D07_OF	D07_OF_R1_DNA	Paired end metagenomic sequencing of D07_OF_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D07-OF-R1_1.fq.gz	D07-OF-R1_2.fq.gz	D07-OF-R1_orphans.fq.gz
D03_ZH	D03_ZH_R1_DNA	Paired end metagenomic sequencing of D03_ZH_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D03-ZH-R1_1.fq.gz	D03-ZH-R1_2.fq.gz	D03-ZH-R1_orphans.fq.gz
D05_OH	D05_OH_R1_DNA	Paired end metagenomic sequencing of D05_OH_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D05-OH-R1_1.fq.gz	D05-OH-R1_2.fq.gz	D05-OH-R1_orphans.fq.gz
D04_NF	D04_NF_R1_DNA	Paired end metagenomic sequencing of D04_NF_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D04-NF-R1_1.fq.gz	D04-NF-R1_2.fq.gz	D04-NF-R1_orphans.fq.gz
D08_NF	D08_NF_R1_DNA	Paired end metagenomic sequencing of D08_NF_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D08-NF-R1_1.fq.gz	D08-NF-R1_2.fq.gz	D08-NF-R1_orphans.fq.gz
D01_ZR	D01_ZR_R1_DNA	Paired end metagenomic sequencing of D01_ZR_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D01-ZR-R1_1.fq.gz	D01-ZR-R1_2.fq.gz	D01-ZR-R1_orphans.fq.gz
D09_OH	D09_OH_R1_DNA	Paired end metagenomic sequencing of D09_OH_R1	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	2 x 150 bp metagenomic sequencing on a NovaSeq 6000 following library preparation with Illumina DNA Prep	fastq	D09-OH-R1_1.fq.gz	D09-OH-R1_2.fq.gz	D09-OH-R1_orphans.fq.gz
