D04-NF-R1	D04	/labs/asbhatt/dmaghini/projects/benchmarking/Benchmarking/RNA/01_rrna/aggregate/D04-NF-R1_1.fq.gz,/labs/asbhatt/dmaghini/projects/benchmarking/Benchmarking/RNA/01_rrna/aggregate/D04-NF-R1_2.fq.gz
D04-NF-R2	D04	/labs/asbhatt/dmaghini/projects/benchmarking/Benchmarking/RNA/01_rrna/aggregate/D04-NF-R2_1.fq.gz,/labs/asbhatt/dmaghini/projects/benchmarking/Benchmarking/RNA/01_rrna/aggregate/D04-NF-R2_2.fq.gz
D04-NF-R3	D04	/labs/asbhatt/dmaghini/projects/benchmarking/Benchmarking/RNA/01_rrna/aggregate/D04-NF-R3_1.fq.gz,/labs/asbhatt/dmaghini/projects/benchmarking/Benchmarking/RNA/01_rrna/aggregate/D04-NF-R3_2.fq.gz
D04-OF-R1	D04	/labs/asbhatt/dmaghini/projects/benchmarking/Benchmarking/RNA/01_rrna/aggregate/D04-OF-R1_1.fq.gz,/labs/asbhatt/dmaghini/projects/benchmarking/Benchmarking/RNA/01_rrna/aggregate/D04-OF-R1_2.fq.gz
D04-OF-R2	D04	/labs/asbhatt/dmaghini/projects/benchmarking/Benchmarking/RNA/01_rrna/aggregate/D04-OF-R2_1.fq.gz,/labs/asbhatt/dmaghini/projects/benchmarking/Benchmarking/RNA/01_rrna/aggregate/D04-OF-R2_2.fq.gz
D04-OF-R3	D04	/labs/asbhatt/dmaghini/projects/benchmarking/Benchmarking/RNA/01_rrna/aggregate/D04-OF-R3_1.fq.gz,/labs/asbhatt/dmaghini/projects/benchmarking/Benchmarking/RNA/01_rrna/aggregate/D04-OF-R3_2.fq.gz
D04-OR-R2	D04	/labs/asbhatt/dmaghini/projects/benchmarking/Benchmarking/RNA/01_rrna/aggregate/D04-OR-R2_1.fq.gz,/labs/asbhatt/dmaghini/projects/benchmarking/Benchmarking/RNA/01_rrna/aggregate/D04-OR-R2_2.fq.gz
D04-OR-R3	D04	/labs/asbhatt/dmaghini/projects/benchmarking/Benchmarking/RNA/01_rrna/aggregate/D04-OR-R3_1.fq.gz,/labs/asbhatt/dmaghini/projects/benchmarking/Benchmarking/RNA/01_rrna/aggregate/D04-OR-R3_2.fq.gz
D04-ZF-R1	D04	/labs/asbhatt/dmaghini/projects/benchmarking/Benchmarking/RNA/01_rrna/aggregate/D04-ZF-R1_1.fq.gz,/labs/asbhatt/dmaghini/projects/benchmarking/Benchmarking/RNA/01_rrna/aggregate/D04-ZF-R1_2.fq.gz
D04-ZF-R2	D04	/labs/asbhatt/dmaghini/projects/benchmarking/Benchmarking/RNA/01_rrna/aggregate/D04-ZF-R2_1.fq.gz,/labs/asbhatt/dmaghini/projects/benchmarking/Benchmarking/RNA/01_rrna/aggregate/D04-ZF-R2_2.fq.gz
D04-ZF-R3	D04	/labs/asbhatt/dmaghini/projects/benchmarking/Benchmarking/RNA/01_rrna/aggregate/D04-ZF-R3_1.fq.gz,/labs/asbhatt/dmaghini/projects/benchmarking/Benchmarking/RNA/01_rrna/aggregate/D04-ZF-R3_2.fq.gz
D04-ZH-R1	D04	/labs/asbhatt/dmaghini/projects/benchmarking/Benchmarking/RNA/01_rrna/aggregate/D04-ZH-R1_1.fq.gz,/labs/asbhatt/dmaghini/projects/benchmarking/Benchmarking/RNA/01_rrna/aggregate/D04-ZH-R1_2.fq.gz
D04-ZH-R2	D04	/labs/asbhatt/dmaghini/projects/benchmarking/Benchmarking/RNA/01_rrna/aggregate/D04-ZH-R2_1.fq.gz,/labs/asbhatt/dmaghini/projects/benchmarking/Benchmarking/RNA/01_rrna/aggregate/D04-ZH-R2_2.fq.gz
D04-ZH-R3	D04	/labs/asbhatt/dmaghini/projects/benchmarking/Benchmarking/RNA/01_rrna/aggregate/D04-ZH-R3_1.fq.gz,/labs/asbhatt/dmaghini/projects/benchmarking/Benchmarking/RNA/01_rrna/aggregate/D04-ZH-R3_2.fq.gz
D04-ZR-R1	D04	/labs/asbhatt/dmaghini/projects/benchmarking/Benchmarking/RNA/01_rrna/aggregate/D04-ZR-R1_1.fq.gz,/labs/asbhatt/dmaghini/projects/benchmarking/Benchmarking/RNA/01_rrna/aggregate/D04-ZR-R1_2.fq.gz
D04-ZR-R2	D04	/labs/asbhatt/dmaghini/projects/benchmarking/Benchmarking/RNA/01_rrna/aggregate/D04-ZR-R2_1.fq.gz,/labs/asbhatt/dmaghini/projects/benchmarking/Benchmarking/RNA/01_rrna/aggregate/D04-ZR-R2_2.fq.gz
D04-ZR-R3	D04	/labs/asbhatt/dmaghini/projects/benchmarking/Benchmarking/RNA/01_rrna/aggregate/D04-ZR-R3_1.fq.gz,/labs/asbhatt/dmaghini/projects/benchmarking/Benchmarking/RNA/01_rrna/aggregate/D04-ZR-R3_2.fq.gz
D05-NF-R1	D05	/labs/asbhatt/dmaghini/projects/benchmarking/Benchmarking/RNA/01_rrna/aggregate/D05-NF-R1_1.fq.gz,/labs/asbhatt/dmaghini/projects/benchmarking/Benchmarking/RNA/01_rrna/aggregate/D05-NF-R1_2.fq.gz
D05-NF-R2	D05	/labs/asbhatt/dmaghini/projects/benchmarking/Benchmarking/RNA/01_rrna/aggregate/D05-NF-R2_1.fq.gz,/labs/asbhatt/dmaghini/projects/benchmarking/Benchmarking/RNA/01_rrna/aggregate/D05-NF-R2_2.fq.gz
D05-NF-R3	D05	/labs/asbhatt/dmaghini/projects/benchmarking/Benchmarking/RNA/01_rrna/aggregate/D05-NF-R3_1.fq.gz,/labs/asbhatt/dmaghini/projects/benchmarking/Benchmarking/RNA/01_rrna/aggregate/D05-NF-R3_2.fq.gz
D05-OF-R1	D05	/labs/asbhatt/dmaghini/projects/benchmarking/Benchmarking/RNA/01_rrna/aggregate/D05-OF-R1_1.fq.gz,/labs/asbhatt/dmaghini/projects/benchmarking/Benchmarking/RNA/01_rrna/aggregate/D05-OF-R1_2.fq.gz
D05-OF-R2	D05	/labs/asbhatt/dmaghini/projects/benchmarking/Benchmarking/RNA/01_rrna/aggregate/D05-OF-R2_1.fq.gz,/labs/asbhatt/dmaghini/projects/benchmarking/Benchmarking/RNA/01_rrna/aggregate/D05-OF-R2_2.fq.gz
D05-OF-R3	D05	/labs/asbhatt/dmaghini/projects/benchmarking/Benchmarking/RNA/01_rrna/aggregate/D05-OF-R3_1.fq.gz,/labs/asbhatt/dmaghini/projects/benchmarking/Benchmarking/RNA/01_rrna/aggregate/D05-OF-R3_2.fq.gz
D05-ZF-R1	D05	/labs/asbhatt/dmaghini/projects/benchmarking/Benchmarking/RNA/01_rrna/aggregate/D05-ZF-R1_1.fq.gz,/labs/asbhatt/dmaghini/projects/benchmarking/Benchmarking/RNA/01_rrna/aggregate/D05-ZF-R1_2.fq.gz
D05-ZF-R2	D05	/labs/asbhatt/dmaghini/projects/benchmarking/Benchmarking/RNA/01_rrna/aggregate/D05-ZF-R2_1.fq.gz,/labs/asbhatt/dmaghini/projects/benchmarking/Benchmarking/RNA/01_rrna/aggregate/D05-ZF-R2_2.fq.gz
D05-ZF-R3	D05	/labs/asbhatt/dmaghini/projects/benchmarking/Benchmarking/RNA/01_rrna/aggregate/D05-ZF-R3_1.fq.gz,/labs/asbhatt/dmaghini/projects/benchmarking/Benchmarking/RNA/01_rrna/aggregate/D05-ZF-R3_2.fq.gz
