sample	tax.level	method	value
D06-ZR-R1-A_S31_L001	phylum	shannon	0.849
D07-ZR-R2-A_S30_L002	phylum	shannon	1.147
D01-OF-R3-B_S47_L004	phylum	shannon	0.945
D03-ZH-R1-A_S68_L002	phylum	shannon	0.622
D08-NF-R2-A_S17_L001	phylum	shannon	0.562
D02-ZR-R3-A_S25_L004	phylum	shannon	0.805
D07-OR-R1-B_S58_L001	phylum	shannon	1.338
NCO-B4-R2-A_S14_L001	phylum	shannon	1.798
D08-OF-R3-B_S33_L004	phylum	shannon	0.867
D04-ZH-R1-A_S27_L001	phylum	shannon	1.032
D07-ZR-R1-B_S42_L001	phylum	shannon	0.963
NCO-B2-R1-B_S99_L002	phylum	shannon	1.601
D07-ZF-R2-A_S29_L001	phylum	shannon	1.092
D08-ZH-R1-A_S1_L001	phylum	shannon	0.66
D07-OF-R2-B_S59_L002	phylum	shannon	1.186
D02-ZH-R2-B_S60_L002	phylum	shannon	0.789
D01-OR-R3-B_S41_L004	phylum	shannon	1.151
NCO-B3-R2-B_S44_L001	phylum	shannon	1.878
D06-OF-R1-B_S116_L002	phylum	shannon	1.376
D01-ZF-R2-B_S48_L002	phylum	shannon	0.693
D01-OR-R1-B_S43_L001	phylum	shannon	1.075
D05-OF-R2-B_S57_L001	phylum	shannon	1.325
NCO-B1-R3-A_S2_L004	phylum	shannon	1.639
D05-OF-R3-B_S51_L004	phylum	shannon	1.224
D07-ZF-R1-B_S117_L002	phylum	shannon	1.172
D03-NF-R1-B_S52_L001	phylum	shannon	0.917
D07-ZR-R2-B_S61_L002	phylum	shannon	1.143
D08-ZR-R3-A_S31_L003	phylum	shannon	0.713
D01-OF-R2-B_S54_L002	phylum	shannon	0.981
D03-ZF-R1-B_S101_L002	phylum	shannon	0.886
D04-ZF-R1-B_S56_L001	phylum	shannon	1.356
D06-OF-R3-B_S45_L003	phylum	shannon	0.829
NCO-B1-R1-A_S90_L002	phylum	shannon	1.527
D01-ZF-R3-A_S7_L003	phylum	shannon	0.648
D10-ZF-R1-A_S86_L002	phylum	shannon	0.976
D06-ZH-R1-B_S104_L002	phylum	shannon	0.47
D05-ZF-R2-A_S27_L002	phylum	simpson	0.538
D07-NF-R3-B_S42_L004	phylum	simpson	0.557
PCO-B2-R1-B_S50_L001	phylum	simpson	0.523
D09-ZR-R3-B_S48_L004	phylum	simpson	0.638
D06-ZH-R3-B_S37_L003	phylum	simpson	0.307
D05-ZR-R1-B_S61_L001	phylum	simpson	0.587
D02-OF-R3-B_S45_L004	phylum	simpson	0.48
D07-NF-R3-A_S13_L004	phylum	simpson	0.554
NCO-B1-R1-B_S122_L002	phylum	simpson	0.608
D06-OR-R3-B_S30_L004	phylum	simpson	0.522
D05-ZR-R2-B_S39_L001	phylum	simpson	0.59
D10-ZF-R2-B_S43_L001	phylum	simpson	0.586
D06-ZR-R1-B_S63_L001	phylum	simpson	0.518
D09-ZR-R2-B_S36_L002	phylum	simpson	0.664
D01-ZH-R3-A_S22_L003	phylum	simpson	0.514
D10-ZH-R1-A_S19_L001	phylum	simpson	0.131
D08-OF-R2-B_S33_L001	phylum	simpson	0.489
D04-NF-R3-B_S62_L003	phylum	simpson	0.327
D07-ZH-R3-A_S20_L004	phylum	simpson	0.613
D07-ZH-R1-B_S44_L001	phylum	simpson	0.651
D10-OF-R3-B_S64_L003	phylum	simpson	0.436
D03-ZH-R1-B_S100_L002	phylum	simpson	0.3
D02-ZF-R3-A_S11_L003	phylum	simpson	0.503
D02-ZH-R1-B_S108_L002	phylum	simpson	0.384
D03-ZR-R3-A_S6_L003	phylum	simpson	0.554
D02-ZR-R3-B_S54_L004	phylum	simpson	0.461
D01-ZF-R1-B_S34_L001	phylum	simpson	0.509
D09-ZH-R2-A_S21_L002	phylum	simpson	0.589
D06-ZH-R1-A_S72_L002	phylum	simpson	0.238
D09-ZH-R1-B_S62_L001	phylum	simpson	0.518
D06-ZR-R2-B_S60_L001	phylum	simpson	0.535
D03-OF-R1-B_S48_L001	phylum	simpson	0.517
D01-OR-R2-A_S11_L002	phylum	simpson	0.666
D10-OF-R2-B_S48_L001	phylum	simpson	0.475
D02-ZH-R1-A_S76_L002	phylum	simpson	0.401
D01-OF-R1-A_S15_L001	phylum	simpson	0.558
D03-NF-R3-B_S46_L003	phylum	simpson	0.514
D08-OR-R3-A_S19_L003	phylum	simpson	0.616
NCO-B2-R2-B_S41_L002	phylum	simpson	0.718
D03-OF-R3-B_S34_L003	phylum	simpson	0.506
NCO-B1-R3-B_S31_L004	phylum	simpson	0.709
D07-ZR-R3-A_S9_L004	phylum	simpson	0.609
D03-OF-R2-A_S4_L002	phylum	simpson	0.551
D02-ZF-R3-B_S43_L003	phylum	simpson	0.537
D09-ZH-R2-B_S52_L002	phylum	simpson	0.593
D04-OF-R1-A_S91_L002	phylum	simpson	0.508
D03-NF-R3-A_S14_L003	phylum	simpson	0.495
D10-ZF-R1-B_S118_L002	phylum	simpson	0.606
D10-OF-R1-A_S87_L002	phylum	simpson	0.735
D05-NF-R3-A_S4_L003	phylum	simpson	0.599
D03-ZR-R1-A_S93_L002	phylum	simpson	0.447
D08-ZR-R2-A_S25_L002	phylum	simpson	0.474
D09-OR-R3-A_S14_L004	phylum	simpson	0.654
D10-ZR-R3-A_S28_L004	phylum	simpson	0.588
D01-ZH-R3-B_S54_L003	phylum	simpson	0.515
NCO-B3-R3-B_S34_L004	phylum	simpson	0.749
D03-ZH-R3-B_S41_L003	phylum	simpson	0.257
D02-ZF-R1-A_S23_L001	phylum	simpson	0.501
D02-NF-R3-A_S25_L003	phylum	simpson	0.364
D04-NF-R1-B_S49_L001	phylum	simpson	0.315
D04-NF-R2-A_S8_L002	phylum	simpson	0.309
D09-OR-R1-B_S64_L001	phylum	simpson	0.675
D03-ZF-R2-A_S21_L001	phylum	simpson	0.552
PCO-B3-R1-B_S97_L002	phylum	simpson	0.525
PCO-B4-R1-A_S25_L001	phylum	simpson	0.517
D05-ZF-R3-B_S53_L004	phylum	simpson	0.597
D07-OF-R3-B_S61_L003	phylum	simpson	0.678
D08-OF-R1-A_S75_L002	phylum	simpson	0.515
D08-ZR-R1-B_S112_L002	phylum	simpson	0.551
D06-ZF-R1-A_S21_L001	phylum	simpson	0.473
D04-ZH-R3-B_S58_L003	phylum	simpson	0.547
D06-ZH-R2-B_S43_L002	phylum	simpson	0.276
PCO-B2-R1-A_S18_L001	phylum	simpson	0.528
D07-OR-R3-B_S49_L003	phylum	simpson	0.657
PCO-B1-R2-A_S31_L001	phylum	simpson	0.513
D01-OF-R3-A_S18_L004	phylum	simpson	0.554
D01-ZR-R2-B_S47_L001	phylum	simpson	0.323
D02-NF-R3-B_S57_L003	phylum	simpson	0.36
D07-NF-R2-B_S33_L002	phylum	simpson	0.562
D04-OF-R3-A_S29_L004	phylum	simpson	0.441
D03-NF-R2-A_S32_L001	phylum	simpson	0.517
D08-ZH-R2-A_S1_L002	phylum	simpson	0.438
D10-ZH-R2-A_S6_L002	phylum	simpson	0.138
D10-ZF-R2-A_S11_L001	phylum	simpson	0.586
D08-OR-R2-B_S40_L001	phylum	simpson	0.664
D02-ZF-R2-B_S44_L002	phylum	simpson	0.374
D01-ZR-R1-A_S8_L001	phylum	simpson	0.529
D04-OR-R2-B_S55_L001	phylum	simpson	0.555
D09-OR-R2-B_S54_L001	phylum	simpson	0.798
D08-ZR-R2-B_S56_L002	phylum	simpson	0.468
D04-ZF-R2-B_S57_L002	phylum	simpson	0.625
D08-ZH-R1-B_S33_L001	phylum	simpson	0.379
D02-ZR-R1-A_S96_L002	phylum	simpson	0.515
D09-ZH-R3-B_S37_L004	phylum	simpson	0.627
D04-ZR-R2-B_S62_L002	phylum	simpson	0.632
D05-ZR-R1-A_S29_L001	phylum	simpson	0.594
PCO-B3-R1-A_S65_L002	phylum	simpson	0.51
D10-ZR-R1-A_S9_L001	phylum	simpson	0.52
D06-ZF-R2-A_S24_L002	phylum	simpson	0.406
D05-OF-R3-A_S22_L004	phylum	simpson	0.623
D08-ZF-R1-B_S36_L001	phylum	simpson	0.529
D02-OR-R2-A_S30_L001	phylum	simpson	0.684
D10-ZF-R3-B_S39_L004	phylum	simpson	0.572
D06-OR-R2-B_S36_L001	phylum	simpson	0.624
D04-OF-R1-B_S123_L002	phylum	simpson	0.509
D09-OF-R2-B_S45_L001	phylum	simpson	0.662
D03-ZH-R2-B_S38_L002	phylum	simpson	0.296
D02-OF-R3-A_S16_L004	phylum	simpson	0.48
D10-ZH-R3-A_S17_L004	phylum	simpson	0.087
D08-OR-R2-A_S8_L001	phylum	simpson	0.626
D01-ZR-R3-A_S21_L003	phylum	simpson	0.423
D05-ZR-R3-A_S6_L004	phylum	simpson	0.611
D09-ZR-R3-A_S19_L004	phylum	simpson	0.637
D04-OR-R3-A_S18_L003	phylum	simpson	0.481
D04-ZH-R3-A_S26_L003	phylum	simpson	0.533
D07-OF-R3-A_S29_L003	phylum	simpson	0.686
NCO-B4-R1-A_S81_L002	phylum	simpson	0.673
D05-ZF-R2-B_S58_L002	phylum	simpson	0.541
D03-ZF-R2-B_S53_L001	phylum	simpson	0.557
D07-ZF-R2-B_S61_L001	phylum	simpson	0.62
D03-NF-R2-B_S64_L001	phylum	simpson	0.519
D06-NF-R2-B_S50_L001	phylum	simpson	0.341
D03-ZF-R3-B_S56_L003	phylum	simpson	0.561
D10-NF-R2-B_S49_L002	phylum	simpson	0.575
D08-OF-R1-B_S107_L002	phylum	simpson	0.517
D09-OR-R1-A_S32_L001	phylum	simpson	0.651
D02-ZF-R2-A_S13_L002	phylum	simpson	0.376
D04-ZH-R2-A_S9_L001	phylum	simpson	0.573
D02-NF-R2-A_S26_L001	phylum	simpson	0.313
D03-OF-R3-A_S2_L003	phylum	simpson	0.516
D01-ZF-R3-B_S39_L003	phylum	simpson	0.404
D06-OR-R1-B_S111_L002	phylum	simpson	0.533
D01-NF-R1-A_S89_L002	phylum	simpson	0.555
D05-OF-R1-A_S71_L002	phylum	simpson	0.664
D03-OR-R3-A_S27_L003	phylum	simpson	0.682
D06-OR-R2-A_S4_L001	phylum	simpson	0.516
D01-ZH-R1-A_S95_L002	phylum	simpson	0.49
D04-ZF-R2-A_S26_L002	phylum	simpson	0.609
D03-OR-R3-B_S59_L003	phylum	simpson	0.69
D10-ZF-R3-A_S10_L004	phylum	simpson	0.568
D01-NF-R1-B_S121_L002	phylum	simpson	0.564
D02-ZH-R3-A_S23_L004	phylum	simpson	0.417
D05-OF-R2-A_S25_L001	phylum	simpson	0.668
D09-OF-R3-A_S7_L004	phylum	simpson	0.618
D05-ZH-R1-A_S78_L002	phylum	simpson	0.449
D09-OF-R2-A_S13_L001	phylum	simpson	0.648
D03-NF-R1-A_S20_L001	phylum	simpson	0.467
D02-NF-R1-B_S126_L002	phylum	simpson	0.37
D07-ZR-R1-A_S10_L001	phylum	simpson	0.538
NCO-B2-R2-A_S10_L002	phylum	simpson	0.756
D01-OR-R2-B_S42_L002	phylum	simpson	0.664
D02-OR-R1-B_S105_L002	phylum	simpson	0.47
D07-ZF-R3-B_S56_L004	phylum	simpson	0.622
D05-ZH-R2-A_S16_L002	phylum	simpson	0.595
D06-NF-R1-B_S37_L001	phylum	simpson	0.55
D09-ZF-R3-A_S11_L004	phylum	simpson	0.667
D08-ZF-R3-B_S40_L003	phylum	simpson	0.384
NCO-B4-R3-B_S55_L003	phylum	simpson	0.781
D06-ZH-R2-A_S12_L002	phylum	simpson	0.292
D02-ZF-R1-B_S55_L001	phylum	simpson	0.503
D08-ZR-R1-A_S80_L002	phylum	simpson	0.544
D04-ZH-R2-B_S41_L001	phylum	simpson	0.564
D04-ZR-R1-A_S70_L002	phylum	simpson	0.663
D02-NF-R2-B_S58_L001	phylum	simpson	0.312
D07-ZH-R3-B_S49_L004	phylum	simpson	0.611
D06-ZR-R3-B_S52_L003	phylum	simpson	0.51
D07-NF-R1-A_S14_L001	phylum	simpson	0.563
D02-OR-R1-A_S73_L002	phylum	simpson	0.477
D07-ZH-R2-B_S51_L002	phylum	simpson	0.663
D09-ZH-R1-A_S30_L001	phylum	simpson	0.554
D06-ZF-R3-A_S3_L004	phylum	simpson	0.443
D05-ZH-R2-B_S47_L002	phylum	simpson	0.578
D05-NF-R3-B_S36_L003	phylum	simpson	0.5
D07-ZF-R3-A_S27_L004	phylum	simpson	0.626
NCO-B4-R3-A_S23_L003	phylum	simpson	0.767
D05-ZH-R3-A_S26_L004	phylum	simpson	0.465
D08-ZR-R3-B_S63_L003	phylum	simpson	0.416
D07-NF-R2-A_S2_L002	phylum	simpson	0.551
NCO-B2-R3-A_S28_L003	phylum	simpson	0.806
D10-ZR-R2-B_S51_L001	phylum	simpson	0.472
D01-NF-R3-B_S44_L003	phylum	simpson	0.559
NCO-B3-R1-B_S114_L002	phylum	simpson	0.744
D07-ZF-R1-A_S85_L002	phylum	simpson	0.661
D02-ZR-R2-A_S9_L002	phylum	simpson	0.523
D10-ZR-R2-A_S19_L001	phylum	simpson	0.473
PCO-B1-R1-A_S7_L001	phylum	simpson	0.463
D10-ZH-R2-B_S37_L002	phylum	simpson	0.126
D06-OR-R3-A_S1_L004	phylum	simpson	0.524
D09-OR-R2-A_S22_L001	phylum	simpson	0.735
NCO-B2-R1-A_S67_L002	phylum	simpson	0.734
D04-OR-R2-A_S23_L001	phylum	simpson	0.474
D07-OR-R2-B_S45_L002	phylum	simpson	0.647
D09-NF-R2-B_S46_L002	phylum	simpson	0.487
D06-ZF-R2-B_S55_L002	phylum	simpson	0.414
D10-OF-R3-A_S32_L003	phylum	simpson	0.459
D03-OR-R1-B_S45_L001	phylum	simpson	0.665
D02-ZR-R2-B_S40_L002	phylum	simpson	0.525
NCO-B1-R2-A_S3_L001	phylum	simpson	0.795
D04-ZF-R3-A_S3_L003	phylum	simpson	0.622
D02-OF-R2-A_S19_L002	phylum	simpson	0.456
D08-OR-R3-B_S51_L003	phylum	simpson	0.658
D03-OR-R2-B_S52_L001	phylum	simpson	0.718
D07-ZR-R3-B_S38_L004	phylum	simpson	0.598
D07-OF-R2-A_S28_L002	phylum	simpson	0.66
D01-ZR-R1-B_S40_L001	phylum	simpson	0.527
D01-OF-R1-B_S47_L001	phylum	simpson	0.559
D03-ZR-R2-A_S5_L001	phylum	simpson	0.526
D06-ZF-R1-B_S53_L001	phylum	simpson	0.469
D08-NF-R1-A_S6_L001	phylum	simpson	0.463
D07-OF-R1-B_S98_L002	phylum	simpson	0.671
D05-OF-R1-B_S103_L002	phylum	simpson	0.664
D03-OR-R1-A_S13_L001	phylum	simpson	0.679
D03-OF-R1-A_S16_L001	phylum	simpson	0.54
D09-ZR-R2-A_S5_L002	phylum	simpson	0.667
D01-ZF-R2-A_S17_L002	phylum	simpson	0.435
D06-NF-R2-A_S18_L001	phylum	simpson	0.348
D06-ZR-R3-A_S20_L003	phylum	simpson	0.507
NCO-B3-R2-A_S12_L001	phylum	simpson	0.799
D04-ZR-R3-A_S16_L003	phylum	simpson	0.644
D01-NF-R3-A_S12_L003	phylum	simpson	0.561
D07-ZH-R2-A_S20_L002	phylum	simpson	0.665
D10-ZH-R1-B_S51_L001	phylum	simpson	0.121
D01-NF-R2-B_S42_L001	phylum	simpson	0.533
D09-OF-R1-B_S106_L002	phylum	simpson	0.635
D03-ZR-R3-B_S38_L003	phylum	simpson	0.547
D04-OF-R2-A_S27_L001	phylum	simpson	0.461
D01-OR-R3-A_S12_L004	phylum	simpson	0.529
D06-OF-R2-B_S53_L002	phylum	simpson	0.517
D08-ZF-R2-A_S6_L001	phylum	simpson	0.485
D10-OF-R1-B_S119_L002	phylum	simpson	0.688
D05-ZF-R3-A_S24_L004	phylum	simpson	0.601
D09-NF-R1-B_S60_L001	phylum	simpson	0.515
NCO-B4-R2-B_S46_L001	phylum	simpson	0.815
D10-NF-R3-A_S15_L003	phylum	simpson	0.523
NCO-B3-R1-A_S82_L002	phylum	simpson	0.737
D03-OF-R2-B_S35_L002	phylum	simpson	0.554
D04-ZH-R1-B_S59_L001	phylum	simpson	0.559
D08-OF-R2-A_S1_L001	phylum	simpson	0.484
D09-OF-R3-B_S36_L004	phylum	simpson	0.629
D02-ZH-R2-A_S29_L002	phylum	simpson	0.475
D01-ZR-R3-B_S53_L003	phylum	simpson	0.422
D07-OR-R3-A_S17_L003	phylum	simpson	0.645
D08-NF-R3-B_S50_L004	phylum	simpson	0.452
D09-OR-R3-B_S43_L004	phylum	simpson	0.803
D01-NF-R2-A_S10_L001	phylum	simpson	0.524
D02-OF-R1-A_S88_L002	phylum	simpson	0.441
D02-ZR-R1-B_S128_L002	phylum	simpson	0.509
D05-ZR-R2-A_S7_L001	phylum	simpson	0.594
D01-OF-R2-A_S23_L002	phylum	simpson	0.566
D03-ZR-R1-B_S125_L002	phylum	simpson	0.458
D05-ZF-R1-A_S3_L001	phylum	simpson	0.536
D03-ZF-R1-A_S69_L002	phylum	simpson	0.526
D08-OR-R1-B_S54_L001	phylum	simpson	0.623
D09-ZH-R3-A_S8_L004	phylum	simpson	0.618
D09-ZF-R1-A_S83_L002	phylum	simpson	0.661
D03-OR-R2-A_S20_L001	phylum	simpson	0.661
D08-ZF-R3-A_S8_L003	phylum	simpson	0.373
D01-ZH-R2-B_S34_L001	phylum	simpson	0.451
D04-NF-R1-A_S17_L001	phylum	simpson	0.317
D09-ZF-R2-A_S24_L001	phylum	simpson	0.667
D03-ZH-R2-A_S7_L002	phylum	simpson	0.287
D02-OF-R1-B_S120_L002	phylum	simpson	0.428
D04-OF-R3-B_S58_L004	phylum	simpson	0.437
D10-ZH-R3-B_S46_L004	phylum	simpson	0.088
D06-OF-R2-A_S22_L002	phylum	simpson	0.521
D10-NF-R1-A_S92_L002	phylum	simpson	0.398
PCO-B4-R1-B_S57_L001	phylum	simpson	0.529
D02-OR-R2-B_S62_L001	phylum	simpson	0.703
D09-NF-R1-A_S28_L001	phylum	simpson	0.515
D08-ZF-R2-B_S38_L001	phylum	simpson	0.485
D08-NF-R1-B_S38_L001	phylum	simpson	0.422
D08-ZH-R2-B_S32_L002	phylum	simpson	0.338
D09-ZF-R2-B_S56_L001	phylum	simpson	0.677
D04-ZF-R3-B_S35_L003	phylum	simpson	0.602
D05-ZF-R1-B_S35_L001	phylum	simpson	0.568
D09-ZF-R1-B_S115_L002	phylum	simpson	0.657
PCO-B1-R2-B_S63_L001	phylum	simpson	0.522
D07-OR-R2-A_S14_L002	phylum	simpson	0.605
NCO-B4-R1-B_S113_L002	phylum	simpson	0.68
D04-ZR-R3-B_S48_L003	phylum	simpson	0.633
D05-NF-R2-B_S34_L002	phylum	simpson	0.583
D08-NF-R2-B_S49_L001	phylum	simpson	0.44
D05-NF-R1-A_S77_L002	phylum	simpson	0.661
D07-OF-R1-A_S66_L002	phylum	simpson	0.669
PCO-B1-R1-B_S39_L001	phylum	simpson	0.502
D06-NF-R3-B_S44_L004	phylum	simpson	0.415
D08-NF-R3-A_S21_L004	phylum	simpson	0.457
D09-NF-R3-B_S42_L003	phylum	simpson	0.436
D04-ZR-R1-B_S102_L002	phylum	simpson	0.657
D03-ZH-R3-A_S9_L003	phylum	simpson	0.44
D04-ZF-R1-A_S24_L001	phylum	simpson	0.612
D09-OF-R1-A_S74_L002	phylum	simpson	0.64
D04-NF-R3-A_S30_L003	phylum	simpson	0.329
D05-ZR-R3-B_S35_L004	phylum	simpson	0.608
D10-ZR-R1-B_S41_L001	phylum	simpson	0.505
D08-ZF-R1-A_S4_L001	phylum	simpson	0.531
D05-NF-R2-A_S3_L002	phylum	simpson	0.57
D08-OR-R1-A_S22_L001	phylum	simpson	0.622
D04-ZR-R2-A_S31_L002	phylum	simpson	0.63
D06-OF-R3-A_S13_L003	phylum	simpson	0.529
D10-NF-R2-A_S18_L002	phylum	simpson	0.599
D04-OF-R2-B_S59_L001	phylum	simpson	0.456
D08-OF-R3-A_S4_L004	phylum	simpson	0.537
D04-NF-R2-B_S39_L002	phylum	simpson	0.31
D07-NF-R1-B_S46_L001	phylum	simpson	0.57
NCO-B1-R2-B_S35_L001	phylum	simpson	0.804
NCO-B3-R3-A_S5_L004	phylum	simpson	0.753
D07-ZH-R1-A_S12_L001	phylum	simpson	0.649
D05-ZH-R3-B_S55_L004	phylum	simpson	0.416
D07-OR-R1-A_S26_L001	phylum	simpson	0.652
D06-NF-R3-A_S15_L004	phylum	simpson	0.414
D01-ZR-R2-A_S15_L001	phylum	simpson	0.326
D06-ZH-R3-A_S5_L003	phylum	simpson	0.363
D08-ZH-R3-B_S33_L003	phylum	simpson	0.334
D09-NF-R2-A_S15_L002	phylum	simpson	0.49
D06-OR-R1-A_S79_L002	phylum	simpson	0.532
D02-ZH-R3-B_S52_L004	phylum	simpson	0.551
D05-NF-R1-B_S109_L002	phylum	simpson	0.671
D04-OR-R3-B_S50_L003	phylum	simpson	0.489
D09-NF-R3-A_S10_L003	phylum	simpson	0.434
D03-ZF-R3-A_S24_L003	phylum	simpson	0.547
D06-NF-R1-A_S5_L001	phylum	simpson	0.554
D02-OF-R2-B_S50_L002	phylum	simpson	0.454
D03-ZR-R2-B_S37_L001	phylum	simpson	0.511
D06-OF-R1-A_S84_L002	phylum	simpson	0.688
D10-OF-R2-A_S16_L001	phylum	simpson	0.467
D01-OR-R1-A_S11_L001	phylum	simpson	0.549
D01-ZH-R2-A_S2_L001	phylum	simpson	0.463
D02-NF-R1-A_S94_L002	phylum	simpson	0.377
D05-ZH-R1-B_S110_L002	phylum	simpson	0.526
D08-ZH-R3-A_S1_L003	phylum	simpson	0.316
D06-ZR-R2-A_S28_L001	phylum	simpson	0.543
D06-ZF-R3-B_S32_L004	phylum	simpson	0.436
D09-ZF-R3-B_S40_L004	phylum	simpson	0.654
D10-NF-R3-B_S47_L003	phylum	simpson	0.518
D01-ZH-R1-B_S127_L002	phylum	simpson	0.5
D06-ZR-R1-A_S31_L001	phylum	simpson	0.523
D07-ZR-R2-A_S30_L002	phylum	simpson	0.651
D01-OF-R3-B_S47_L004	phylum	simpson	0.554
D03-ZH-R1-A_S68_L002	phylum	simpson	0.335
D08-NF-R2-A_S17_L001	phylum	simpson	0.375
D02-ZR-R3-A_S25_L004	phylum	simpson	0.468
D07-OR-R1-B_S58_L001	phylum	simpson	0.668
NCO-B4-R2-A_S14_L001	phylum	simpson	0.801
D08-OF-R3-B_S33_L004	phylum	simpson	0.536
D04-ZH-R1-A_S27_L001	phylum	simpson	0.558
D07-ZR-R1-B_S42_L001	phylum	simpson	0.52
NCO-B2-R1-B_S99_L002	phylum	simpson	0.717
D07-ZF-R2-A_S29_L001	phylum	simpson	0.621
D08-ZH-R1-A_S1_L001	phylum	simpson	0.356
D07-OF-R2-B_S59_L002	phylum	simpson	0.658
D02-ZH-R2-B_S60_L002	phylum	simpson	0.429
D01-OR-R3-B_S41_L004	phylum	simpson	0.536
NCO-B3-R2-B_S44_L001	phylum	simpson	0.818
D06-OF-R1-B_S116_L002	phylum	simpson	0.673
D01-ZF-R2-B_S48_L002	phylum	simpson	0.432
D01-OR-R1-B_S43_L001	phylum	simpson	0.538
D05-OF-R2-B_S57_L001	phylum	simpson	0.669
NCO-B1-R3-A_S2_L004	phylum	simpson	0.738
D05-OF-R3-B_S51_L004	phylum	simpson	0.619
D07-ZF-R1-B_S117_L002	phylum	simpson	0.66
D03-NF-R1-B_S52_L001	phylum	simpson	0.469
D07-ZR-R2-B_S61_L002	phylum	simpson	0.651
D08-ZR-R3-A_S31_L003	phylum	simpson	0.409
D01-OF-R2-B_S54_L002	phylum	simpson	0.563
D03-ZF-R1-B_S101_L002	phylum	simpson	0.52
D04-ZF-R1-B_S56_L001	phylum	simpson	0.615
D06-OF-R3-B_S45_L003	phylum	simpson	0.526
NCO-B1-R1-A_S90_L002	phylum	simpson	0.706
D01-ZF-R3-A_S7_L003	phylum	simpson	0.401
D10-ZF-R1-A_S86_L002	phylum	simpson	0.581
D06-ZH-R1-B_S104_L002	phylum	simpson	0.251
D05-ZF-R2-A_S27_L002	class	shannon	1.459
D07-NF-R3-B_S42_L004	class	shannon	1.059
PCO-B2-R1-B_S50_L001	class	shannon	0.847
D09-ZR-R3-B_S48_L004	class	shannon	1.225
D06-ZH-R3-B_S37_L003	class	shannon	0.564
D05-ZR-R1-B_S61_L001	class	shannon	1.378
D02-OF-R3-B_S45_L004	class	shannon	0.892
D07-NF-R3-A_S13_L004	class	shannon	1.055
NCO-B1-R1-B_S122_L002	class	shannon	1.58
D06-OR-R3-B_S30_L004	class	shannon	0.913
D05-ZR-R2-B_S39_L001	class	shannon	1.292
D10-ZF-R2-B_S43_L001	class	shannon	1.076
D06-ZR-R1-B_S63_L001	class	shannon	0.882
D09-ZR-R2-B_S36_L002	class	shannon	1.303
D01-ZH-R3-A_S22_L003	class	shannon	0.881
D10-ZH-R1-A_S19_L001	class	shannon	0.332
D08-OF-R2-B_S33_L001	class	shannon	0.845
D04-NF-R3-B_S62_L003	class	shannon	0.813
D07-ZH-R3-A_S20_L004	class	shannon	1.177
D07-ZH-R1-B_S44_L001	class	shannon	1.275
D10-OF-R3-B_S64_L003	class	shannon	0.811
D03-ZH-R1-B_S100_L002	class	shannon	0.583
D02-ZF-R3-A_S11_L003	class	shannon	0.885
D02-ZH-R1-B_S108_L002	class	shannon	0.581
D03-ZR-R3-A_S6_L003	class	shannon	1.107
D02-ZR-R3-B_S54_L004	class	shannon	0.878
D01-ZF-R1-B_S34_L001	class	shannon	0.844
D09-ZH-R2-A_S21_L002	class	shannon	1.401
D06-ZH-R1-A_S72_L002	class	shannon	0.447
D09-ZH-R1-B_S62_L001	class	shannon	1.09
D06-ZR-R2-B_S60_L001	class	shannon	0.98
D03-OF-R1-B_S48_L001	class	shannon	1.498
D01-OR-R2-A_S11_L002	class	shannon	1.574
D10-OF-R2-B_S48_L001	class	shannon	0.901
D02-ZH-R1-A_S76_L002	class	shannon	0.608
D01-OF-R1-A_S15_L001	class	shannon	1.092
D03-NF-R3-B_S46_L003	class	shannon	1.272
D08-OR-R3-A_S19_L003	class	shannon	1.436
NCO-B2-R2-B_S41_L002	class	shannon	2.005
D03-OF-R3-B_S34_L003	class	shannon	1.506
NCO-B1-R3-B_S31_L004	class	shannon	2.549
D07-ZR-R3-A_S9_L004	class	shannon	1.113
D03-OF-R2-A_S4_L002	class	shannon	1.554
D02-ZF-R3-B_S43_L003	class	shannon	1.02
D09-ZH-R2-B_S52_L002	class	shannon	1.441
D04-OF-R1-A_S91_L002	class	shannon	1.241
D03-NF-R3-A_S14_L003	class	shannon	1.184
D10-ZF-R1-B_S118_L002	class	shannon	1.117
D10-OF-R1-A_S87_L002	class	shannon	1.953
D05-NF-R3-A_S4_L003	class	shannon	1.54
D03-ZR-R1-A_S93_L002	class	shannon	0.878
D08-ZR-R2-A_S25_L002	class	shannon	0.854
D09-OR-R3-A_S14_L004	class	shannon	1.41
D10-ZR-R3-A_S28_L004	class	shannon	1.093
D01-ZH-R3-B_S54_L003	class	shannon	0.901
NCO-B3-R3-B_S34_L004	class	shannon	2.668
D03-ZH-R3-B_S41_L003	class	shannon	0.576
D02-ZF-R1-A_S23_L001	class	shannon	0.858
D02-NF-R3-A_S25_L003	class	shannon	0.762
D04-NF-R1-B_S49_L001	class	shannon	0.815
D04-NF-R2-A_S8_L002	class	shannon	0.773
D09-OR-R1-B_S64_L001	class	shannon	1.628
D03-ZF-R2-A_S21_L001	class	shannon	1.182
PCO-B3-R1-B_S97_L002	class	shannon	0.85
PCO-B4-R1-A_S25_L001	class	shannon	0.85
D05-ZF-R3-B_S53_L004	class	shannon	1.241
D07-OF-R3-B_S61_L003	class	shannon	1.321
D08-OF-R1-A_S75_L002	class	shannon	0.891
D08-ZR-R1-B_S112_L002	class	shannon	0.98
