metadata	feature	value	coef	stderr	N	N.not.0	pval	qval
Temperature	unclassified.Sutterellaceae	Room Temp	0.00744529139244089	0.00159501856393393	210	207	5.61857582414618e-06	9.81846125269544e-05
Kit	Monoglobus	Zymo	0.0148846976199022	0.00321041616068265	210	162	6.4465394721703e-06	0.000111262496075236
Kit	Phascolarctobacterium	Zymo	0.0846410315769057	0.0182882578716144	210	207	6.68133793514237e-06	0.000113908663821086
Kit	Eisenbergiella	Zymo	0.0177172751377257	0.00387703045113688	210	209	8.60341870218091e-06	0.000144910594525891
Kit	Guerin_crAss_Beta	Zymo	0.0012521096593489	0.00027506073920317	210	59	9.28425224124607e-06	0.00015451648372931
Kit	Subdoligranulum	Zymo	0.111736194187752	0.0245910264550997	210	209	9.62310540403432e-06	0.000158271780645176
Temperature	Monosporascus	Hot	0.000670945305406728	0.000148417044930462	210	208	1.06249382661873e-05	0.00017271701972244
Temperature	unclassified.Eggerthellaceae	Room Temp	-0.000392399002705506	8.68949887135786e-05	210	182	1.0849560619454e-05	0.000174341215471226
Temperature	Coprobacillus	Hot	-0.162629639436562	0.0361182537062414	210	209	1.14730992118459e-05	0.000182265826115461
Temperature	Parasutterella	Room Temp	0.0123462612961022	0.00274638759368896	210	148	1.18330143113735e-05	0.000185871393340451
Temperature	Bacteroides	Room Temp	4.21404165121339	0.947830906844561	210	209	1.45973339244274e-05	0.000223503890219767
Temperature	Holdemania	Room Temp	0.00776261543661176	0.00174604054592445	210	209	1.4606312057237e-05	0.000223503890219767
Temperature	Frisingicoccus	Room Temp	-0.000397337116088622	8.94059527824446e-05	210	209	1.47084105151778e-05	0.000223503890219767
Temperature	Denitrobacterium	Hot	-0.000288803532619413	6.50296026248353e-05	210	143	1.49011643124263e-05	0.000223998147406149
Temperature	Actinomyces	Room Temp	-0.00309039185978069	0.000696307593613457	210	209	1.50816815673042e-05	0.000224299902458417
Temperature	Dorea	Room Temp	-0.225160162960713	0.0508300124134915	210	209	1.56379838020443e-05	0.000230125277423767
Kit	unclassified.Acidaminococcaceae	Zymo	0.000327360736259185	7.40134330365905e-05	210	112	1.60842342256946e-05	0.000234226660911677
Temperature	crAss.like.viruses	Room Temp	0.046532646106797	0.0106005796561705	210	189	1.85024848616364e-05	0.000266664678727502
Temperature	Marvinbryantia	Hot	-0.000826143339859046	0.000188845776155924	210	209	1.96947983654003e-05	0.000280952327702343
Temperature	Enterorhabdus	Room Temp	-0.00872916629208705	0.00200092736272769	210	188	2.07179007254673e-05	0.000292561870850538
Kit	Streptococcus	Zymo	-0.108991347431478	0.0250126051110482	210	209	2.1163116052073e-05	0.00029282299809734
Kit	Lachnospira	Zymo	0.0676045068453389	0.015522784436598	210	209	2.13647681015227e-05	0.00029282299809734
Kit	Gemella	Zymo	-0.000273709671435186	6.28343309266891e-05	210	127	2.12871914247142e-05	0.00029282299809734
Temperature	Fusicatenibacter	Room Temp	-0.148145009987251	0.0340995062758826	210	209	2.23358539499956e-05	0.000303160425457222
Kit	Dysosmobacter	Zymo	0.0119942655439636	0.00276430182450425	210	209	2.28524919569455e-05	0.000307190228421248
Kit	Caecibacter	Zymo	0.000160415007193923	3.69994258058853e-05	210	55	2.31750664253262e-05	0.000308559455834343
Temperature	unclassified.Eubacteriaceae	Hot	-0.01161059299341	0.00268212439702427	210	209	2.38307608725236e-05	0.000314296261318754
Temperature	unclassified.Actinomycetaceae	Room Temp	-0.000519287341337616	0.000120356186551586	210	153	2.52829509539903e-05	0.000330332387230639
Kit	Arabia	Zymo	-0.000730938819037317	0.000169641175227042	210	206	2.59018611058475e-05	0.00033528520209236
Temperature	Faecalicatena	Room Temp	-0.00477468962755652	0.00111116326170502	210	209	2.71845714605607e-05	0.000348660833962053
Kit	Bradyrhizobium	Zymo	0.000233747607459353	5.45590094541972e-05	210	190	2.86450136806463e-05	0.000363484789487305
Temperature	Anaeromassilibacillus	Hot	0.00468494765539201	0.00109397839922953	210	209	2.88603802811808e-05	0.000363484789487305
Temperature	Clostridium	Hot	0.485515680391814	0.113500535397832	210	209	2.94395890302295e-05	0.0003674691559309
Temperature	Shinella	Hot	-0.00433991634861115	0.00101755328540853	210	135	3.10016825968724e-05	0.000383542940446263
Temperature	Blautia	Room Temp	-1.21606384715165	0.28532674648175	210	209	3.13910851505839e-05	0.000384953833688739
Temperature	unclassified.Lachnospiraceae	Room Temp	-0.654066477473612	0.153611439030502	210	209	3.19194674541745e-05	0.000388029700008138
Kit	Murimonas	Zymo	0.000414423962847845	9.76202400322267e-05	210	208	3.36155624287476e-05	0.000405125485132664
Temperature	Phascolarctobacterium	Room Temp	0.0917912486659964	0.0217673807788116	210	207	3.77314552963308e-05	0.000449069308276872
Kit	Denitrobacterium	Zymo	-0.000230333197519749	5.46357944566875e-05	210	143	3.79042763781623e-05	0.000449069308276872
Temperature	Catonella	Hot	-0.000388820602482862	9.25672393783223e-05	210	195	4.034529706128e-05	0.0004739724814426
Kit	Oscillibacter	Zymo	0.17760422250133	0.0423519950959961	210	209	4.14862363421433e-05	0.000483314653385969
Temperature	Coriobacteriaceae..environmental.samples	Hot	-0.00543798742373105	0.00130010922810648	210	209	4.33399622829759e-05	0.000500737746046284
Temperature	Bacteroides	Hot	3.91760312405168	0.947830906844561	210	209	5.28835166745574e-05	0.000605993084516649
Temperature	Bradyrhizobium	Hot	0.000267309930775836	6.4938210191557e-05	210	190	5.65699617427829e-05	0.000642965906637484
Temperature	Slackia	Room Temp	-0.00038252172514375	9.31674754186717e-05	210	179	5.90195538822941e-05	0.000665397873608445
Temperature	unclassified.Sutterellaceae	Hot	0.00654449847917457	0.00159501856393393	210	207	5.96474600026527e-05	0.000667097192669668
Temperature	Guerin_crAss_Alpha	Hot	0.0290954971735246	0.00716002893848248	210	104	6.97635166588896e-05	0.000767948002276596
Kit	Kineothrix	Zymo	0.000243874550360541	5.99968123531634e-05	210	209	6.94357149492883e-05	0.000767948002276596
Temperature	Erysipelotrichaceae..environmental.samples	Hot	0.00369334698928312	0.000911148530502651	210	209	7.26006988959935e-05	0.000786788969430999
Temperature	Murimonas	Room Temp	-0.000471078841121978	0.000116191326227887	210	208	7.23632001767722e-05	0.000786788969430999
Temperature	Acholeplasma	Hot	0.000244212964210506	6.060185208077e-05	210	50	7.97052395420644e-05	0.000857137883690816
Kit	Intestinimonas	Zymo	0.0373124548098152	0.00927997378132532	210	209	8.25853656405544e-05	0.000874654099738599
Temperature	Botrytis	Hot	0.00015386475051795	3.8261942442007e-05	210	46	8.23905182447816e-05	0.000874654099738599
Temperature	Phocea	Hot	0.00215597306723755	0.000538054692005632	210	209	8.71625781768084e-05	0.000916190107452468
Temperature	Actinomyces	Hot	-0.00277260822920404	0.000696307593613457	210	209	9.61341129652806e-05	0.0010029514173542
Kit	Lactonifactor	Zymo	0.000651399229885673	0.000164826333475973	210	209	0.000107940949974762	0.00111778850418309
Temperature	unclassified.Flavobacteriales..miscellaneous.	Hot	0.000200652809900696	5.10205428241267e-05	210	206	0.000116275621001341	0.00119524498646967
Temperature	Trichoderma	Hot	0.000240887834551775	6.149393253179e-05	210	136	0.00012343870168159	0.00125961536460483
Temperature	Alistipes	Hot	0.829754986567867	0.212163906794209	210	209	0.000126486595794916	0.00127214576202369
Temperature	Candidatus.Stoquefichus	Hot	-0.0012652498075489	0.000323463823102336	210	204	0.000126171099568271	0.00127214576202369
Kit	Paraclostridium	Zymo	-0.00014696145589377	3.76829635971265e-05	210	37	0.000131924133972992	0.00131735670924459
Kit	Fusicatenibacter	Zymo	0.110695878457636	0.0286493157079839	210	209	0.000151438568693261	0.00150149729810765
Temperature	Diversispora	Room Temp	0.000200468747212856	5.1930592540088e-05	210	92	0.000153469660685444	0.00151091961717078
Temperature	Sanguibacter	Hot	-0.000854771224429733	0.000222183978215061	210	149	0.000161352922277247	0.00157742227513
Kit	Guerin_crAss_Delta	Zymo	0.0283226583503632	0.00736899557912311	210	106	0.000163597251589567	0.00158825665084871
Kit	Tyzzerella	Zymo	0.00495864801022212	0.00130227217797842	210	209	0.00018728480733368	0.00180568386656886
Temperature	Alistipes	Room Temp	0.805233485782018	0.212163906794209	210	209	0.000196186456497147	0.00187855250810282
Kit	unclassified.Clostridiales..miscellaneous.	Zymo	0.263192262250033	0.0694420978281728	210	209	0.000200082417425896	0.00190282462286669
Kit	unclassified.Spirochaetales	Zymo	0.000216967267753406	5.73982215317654e-05	210	98	0.000207769520751554	0.00196257966223428
Kit	Stomatobaculum	Zymo	0.000190354283391994	5.04478698944345e-05	210	205	0.000213080383583154	0.0019992374244916
Temperature	Guerin_crAss_Delta	Hot	0.0328704851801959	0.00877085908642606	210	106	0.000234414752949041	0.00218474549748507
Temperature	Lactobacillus	Hot	-0.0176055033056206	0.00471543783633291	210	209	0.0002470194468423	0.00228697474626182
Temperature	Succinivibrio	Hot	-0.000413867517425691	0.000111627438579344	210	73	0.000271960240333598	0.00250131852622612
Temperature	Raoultibacter	Hot	-0.00125027311586338	0.000337767361250878	210	209	0.000278040190995288	0.00254052409811381
Kit	unclassified.Veillonellaceae	Zymo	0.00714678660279581	0.00193407829991207	210	97	0.000284659190878313	0.00258411395355768
Temperature	unclassified.Myoviridae	Room Temp	-0.000443988827044386	0.000120251671912572	210	120	0.000287845407242936	0.00259617986661693
Kit	Marvinbryantia	Zymo	0.000584758983904423	0.000158662187582371	210	209	0.000294914863098888	0.00264289088854004
Kit	Bacteroides	Zymo	-2.92931225431875	0.796337245128388	210	209	0.000302673708546276	0.00269514550667321
Temperature	unclassified.Erysipelotrichaceae	Hot	-0.0861643518085927	0.0234551256439662	210	209	0.000308156483026146	0.00272659976753514
Temperature	Coriobacteriaceae..environmental.samples	Room Temp	-0.00477274835383126	0.00130010922810648	210	209	0.000311043424783623	0.00273483464055034
Temperature	unclassified.Peptostreptococcaceae	Room Temp	-0.000230418951444127	6.28868254189534e-05	210	163	0.000319123361020964	0.00278834036692067
Temperature	Diaporthe	Hot	0.000183955884911036	5.02823876547435e-05	210	61	0.000325683827938126	0.00282798752458075
Temperature	Lachnospiraceae..environmental.samples	Hot	-0.0147218592705366	0.00402871012660614	210	209	0.000330737607137189	0.00283663297409688
Kit	Aggregatibacter	Zymo	-0.000183558008253889	5.02270261229693e-05	210	32	0.000330339558611512	0.00283663297409688
Temperature	Paraclostridium	Hot	-0.000163692556575142	4.48516979173774e-05	210	37	0.000336327147256274	0.00286698385283092
Temperature	unclassified.Bacillales	Hot	0.00668796259115827	0.00183871699200119	210	208	0.000351779606612073	0.00298053266693138
Temperature	Parabacteroides	Hot	0.771983556001532	0.2124850846359	210	209	0.000357162825308506	0.00300791343241742
Temperature	unclassified.Christensenellaceae	Hot	0.002984360190241	0.000823663267039304	210	209	0.000370146584472733	0.00309859236582563
Temperature	unclassified.Actinomycetaceae	Hot	-0.00043563080733895	0.000120356186551586	210	153	0.00037522851991872	0.00312243732646649
Temperature	Lactonifactor	Hot	-0.000709446773282081	0.000196182577276299	210	209	0.000379676953175313	0.00314075964816029
Temperature	unclassified.Atopobiaceae	Hot	-0.000260527058676758	7.22238130831947e-05	210	79	0.000392291018253297	0.00322601672657711
Temperature	Bittarella	Hot	0.00278660138192885	0.000776341975526364	210	209	0.000418320256096289	0.00341995156738369
Kit	Anaerobutyricum	Zymo	-0.0703481738804816	0.0196082608748068	210	209	0.000420915354508403	0.0034211608465276
Temperature	Faecalitalea	Hot	-0.00466504322976982	0.00130148678708985	210	167	0.000425917086507652	0.00344180397073813
Temperature	Tuber	Hot	0.000185580355607606	5.18042185995715e-05	210	65	0.000429074012385586	0.00344738775468419
Temperature	unclassified.Clostridiales..miscellaneous.	Room Temp	0.295438076096477	0.0826526285946278	210	209	0.000441395292671496	0.00347867275392419
Temperature	Intestinimonas	Room Temp	0.0395044567309091	0.0110453780963481	210	209	0.00043807380881438	0.00347867275392419
Kit	Oribacterium	Zymo	0.000400730998520217	0.000112125303383582	210	209	0.000442184170193897	0.00347867275392419
Kit	Terrisporobacter	Zymo	-0.00155914587400765	0.000436308694211407	210	80	0.000442921137481049	0.00347867275392419
Temperature	Pseudobutyrivibrio	Room Temp	-0.000457381755787278	0.000128205599228853	210	209	0.000452432334643399	0.00353352180911437
Temperature	unclassified.Burkholderiales..miscellaneous.	Room Temp	0.00332366279666035	0.000932385874526962	210	177	0.000457120011837104	0.00355029875860151
Kit	Anaerotruncus	Zymo	0.00432024481151893	0.00121265954061464	210	209	0.00046051272991286	0.00355688837800099
Temperature	Pseudoflavonifractor	Hot	0.00635021569638405	0.00178456272880439	210	209	0.000467489384416542	0.00359093494183695
Temperature	Sanguibacter	Room Temp	-0.000788199352307454	0.000222183978215061	210	149	0.000486056525962779	0.00371315313276484
Kit	unclassified.Anaerolineaceae	Zymo	0.000160300108460764	4.52233495174074e-05	210	97	0.000491066393897196	0.00373103705797978
Temperature	Ruminococcus	Room Temp	-0.960092921888436	0.27179667619951	210	209	0.00051293020417048	0.0038760887861099
Temperature	Porphyromonas	Room Temp	0.00282489178871565	0.000800573556016899	210	199	0.000519919807842281	0.0039077843621694
Temperature	Hespellia	Room Temp	-0.00141394789189444	0.000401711485841328	210	209	0.000536365016731575	0.0040098304459398
Temperature	Corynebacterium	Hot	-0.000338808301910414	9.63213820813639e-05	210	208	0.000540816400138364	0.00402160280528422
Temperature	Proteobacteria..environmental.samples	Hot	0.0114819717733343	0.00327943503567672	210	125	0.000572859853131257	0.00423734431046295
Temperature	Intestinibacter	Room Temp	-0.00866562891375979	0.00249206972112169	210	119	0.000623212536677566	0.00458553224355388
Kit	unclassified.Peptococcaceae	Zymo	0.00092843758646768	0.000267398293572086	210	209	0.000634619920443538	0.00464501910356055
Temperature	Mycobacteroides	Hot	-0.000744583563715715	0.000214663936600732	210	192	0.000642488818683216	0.00467812171103717
Kit	Absiella	Zymo	0.0014227981864562	0.000410397621449389	210	209	0.000646382559756636	0.00468208714269315
Temperature	unclassified.Bacteroidales..miscellaneous.	Room Temp	0.0125569524443909	0.00363984446328535	210	209	0.00068602676407614	0.00494363616586827
Kit	Guerin_crAss_Alpha	Zymo	0.0207193779684988	0.00601562755417273	210	104	0.000699564922132646	0.0050153423648279
Kit	unclassified.Eggerthellaceae	Zymo	-0.000250311694875441	7.30063932584776e-05	210	182	0.000738684518686333	0.00526878039348721
Temperature	Sellimonas	Hot	-0.0110368189859175	0.00322539608733103	210	209	0.000756275050953443	0.00536686559001479
Temperature	Intestinimonas	Hot	0.0376089453394614	0.0110453780963481	210	209	0.000801858660942719	0.00566160812120162
Temperature	Bifidobacterium	Room Temp	-0.653710996449797	0.19230485388858	210	209	0.000817524624720375	0.00571449712679542
Kit	Peptostreptococcus	Zymo	0.00016359512465846	4.81216795659006e-05	210	49	0.000816773059041444	0.00571449712679542
Kit	Firmicutes..environmental.samples	Zymo	0.18544595585328	0.0549142311828534	210	209	0.000882885889444899	0.0061102696705147
Kit	Catabacter	Zymo	0.00119217180581225	0.000352899459639808	210	209	0.000879228054682308	0.0061102696705147
Kit	Gemmiger	Zymo	0.0838933794751163	0.0249373759582762	210	209	0.000922662927986243	0.0063541023316491
Temperature	Enterococcus	Hot	-0.0193706854277571	0.0057762903059134	210	209	0.000956994264395681	0.00655822540012334
Temperature	Lactobacillus	Room Temp	-0.0158034213693204	0.00471543783633291	210	209	0.000963752130974317	0.00657231941025412
Kit	Guerin_crAss_Gamma	Zymo	0.00432134844673571	0.00129045160733998	210	42	0.000972715096255439	0.00660124128429662
Kit	Deinococcus	Zymo	0.000170315546866645	5.09819440933151e-05	210	97	0.000999636761389925	0.00675117001170587
Temperature	unclassified.Firmicutes.sensu.stricto..miscellaneous.	Hot	0.103849411685439	0.0311013599244879	210	209	0.00100523562458161	0.00675634328444755
Temperature	Flavonifractor	Room Temp	0.0331531332533433	0.00999371398552233	210	209	0.00108200139295068	0.00723750214040692
Temperature	Colletotrichum	Hot	0.000378264880136879	0.000114256677751637	210	208	0.00110697541255281	0.00736929346070873
Temperature	Fusarium	Hot	0.000544203037690881	0.000164896767282702	210	209	0.00114654391662683	0.00759653267983084
Temperature	Coprobacillus	Room Temp	-0.11867538939052	0.0361182537062414	210	209	0.00120402768572391	0.00793976747472657
Temperature	Negativicoccus	Hot	-0.000175372215011103	5.35026875215369e-05	210	28	0.00123652319158341	0.00811577193349111
Temperature	Guerin_crAss_Alpha	Room Temp	0.0234534559652915	0.00716002893848248	210	104	0.00124573623878982	0.00811907572991222
Temperature	unclassified.Flavobacteriales..miscellaneous.	Room Temp	0.000167017352695926	5.10205428241267e-05	210	206	0.00125444946899931	0.00811907572991222
Temperature	Dehalobacter	Hot	0.000177115364610189	5.41000764303841e-05	210	79	0.00125312320806811	0.00811907572991222
Temperature	Rothia	Hot	-0.000688028245362313	0.000210763999267459	210	190	0.00129321135428864	0.0083313800612697
Temperature	unclassified.Firmicutes.sensu.stricto..miscellaneous.	Room Temp	0.101440601756188	0.0311013599244879	210	209	0.00130553863444923	0.00837221564660559
Kit	Christensenella	Zymo	0.00080870417223292	0.000248348778052809	210	209	0.00132882323982315	0.00848262506517241
Temperature	Agathobaculum	Room Temp	-0.00209180622182922	0.00064404102363875	210	209	0.00136653220265428	0.00868369099686672
Temperature	Turicibacter	Hot	-0.0117330386532642	0.00362108672355217	210	174	0.00140222684646014	0.00887019516448544
Kit	Butyrivibrio	Zymo	0.0375563314755945	0.0116236598808881	210	209	0.00144564690027963	0.0091036683179771
Temperature	Gemmiger	Hot	-0.0957888126016454	0.0296814142669492	210	209	0.00146395990095785	0.00915927398434198
Temperature	Robinsoniella	Room Temp	-0.000237205591009128	7.35182111694286e-05	210	209	0.001467580380896	0.00915927398434198
Temperature	Diversispora	Hot	0.000167277686022954	5.1930592540088e-05	210	92	0.00149363973116992	0.00928048152966913
Kit	Acidovorax	Zymo	0.000183610813267381	5.70691318519127e-05	210	119	0.00151274309813663	0.00935758783714607
Temperature	Selenomonadales..environmental.samples	Hot	0.000157381663884867	4.90895727633169e-05	210	62	0.00157047144922198	0.00967189024675035
Kit	Paeniclostridium	Zymo	-0.000253857225356459	7.93509541387348e-05	210	102	0.00160630254793383	0.00984917088601534
Temperature	Serratia	Room Temp	-0.000173646980589681	5.43294434564182e-05	210	159	0.00162217608395737	0.00990306622433366
Kit	Tympanopsis	Zymo	0.000263948034399405	8.27071550973075e-05	210	209	0.0016481637759808	0.010017969386179
Temperature	Eubacterium	Room Temp	-0.235012797327814	0.0742819979293595	210	209	0.00180405072751561	0.0109082526253685
Temperature	unclassified.Streptococcaceae	Room Temp	-0.000741264153349462	0.000234373747100167	210	106	0.00181023934841594	0.0109082526253685
Temperature	Mycobacteroides	Room Temp	-0.000677957084225283	0.000214663936600732	210	192	0.00183714508447484	0.0109757642226317
Temperature	Denitrobacterium	Room Temp	-0.000205394108491719	6.50296026248353e-05	210	143	0.00183567337003219	0.0109757642226317
Kit	Intestinibacillus	Zymo	0.000197069332254342	6.26587662700657e-05	210	206	0.00191728866422205	0.0112944875029918
Temperature	Byssochlamys	Hot	0.00035991583567958	0.000114372322075838	210	36	0.00190634761919654	0.0112944875029918
Temperature	Botrytis	Room Temp	0.000120330194103209	3.8261942442007e-05	210	46	0.00191862608832704	0.0112944875029918
Temperature	Zymomonas	Hot	-0.00015198508918678	4.83376875114794e-05	210	26	0.00192280974657515	0.0112944875029918
Temperature	Anaerocolumna	Room Temp	-0.000263932502683223	8.40240565264485e-05	210	209	0.001942171388924	0.0113131483404823
Temperature	Granulicatella	Hot	-0.000176957083022947	5.63344097091687e-05	210	89	0.00194194444465108	0.0113131483404823
Temperature	unclassified.Bacteroidales..miscellaneous.	Hot	0.0114021220072678	0.00363984446328535	210	209	0.00199695886962755	0.0115150771918675
Temperature	unclassified.Peptostreptococcaceae	Hot	-0.000196953810534236	6.28868254189534e-05	210	163	0.00200154775223448	0.0115150771918675
Temperature	Oxalobacter	Hot	0.000113870683790357	3.63514372823245e-05	210	42	0.00199754361794816	0.0115150771918675
Temperature	Oxalobacter	Room Temp	0.00011372067332294	3.63514372823245e-05	210	42	0.00202444211244987	0.0115990576770693
Temperature	Pseudoflavonifractor	Room Temp	0.00557683303503055	0.00178456272880439	210	209	0.00204636665479984	0.0116768187077966
Kit	Sporomusa	Zymo	8.35267977970804e-05	2.68512118679348e-05	210	64	0.00214324625375621	0.0121799116371999
Temperature	unclassified.Peptococcaceae	Hot	0.000978403681710502	0.000318267629243257	210	209	0.00241033889286798	0.0136423229644916
Temperature	Romboutsia	Room Temp	-0.0300687734984872	0.0097857392719828	210	208	0.00242146098398661	0.0136500099016665
Temperature	Absiella	Hot	-0.001498243353646	0.000488470873470839	210	209	0.00246438449494371	0.0138361828270334
Temperature	Viruses..environmental.samples..186616.	Hot	0.000304574567134	9.94080288505057e-05	210	197	0.00249068775384513	0.013927925919502
Kit	Methylobacterium	Zymo	0.000153646748962537	5.02356608099967e-05	210	111	0.00253362022751758	0.0141115580799585
Temperature	Paraprevotella	Hot	0.0106171913164048	0.00350708338849254	210	209	0.00279685589167482	0.0155075757795743
Temperature	unclassified.Eggerthellales	Hot	-0.00914876625496736	0.00302311390683726	210	95	0.00280644969401452	0.0155075757795743
Temperature	Parabacteroides	Room Temp	0.642169097350357	0.2124850846359	210	209	0.00284290486113681	0.0156471692750759
Temperature	Gordonibacter	Hot	0.0133342319576409	0.00442479435031703	210	209	0.00292155966580516	0.0160170212266495
Temperature	Roseburia	Hot	-0.359448854558575	0.11943152046054	210	209	0.00295727345011943	0.016086647016603
Kit	Petrimonas	Zymo	-0.000157015213070177	5.2156210651833e-05	210	62	0.00294970324030444	0.016086647016603
Temperature	Parasutterella	Hot	0.00826120190728065	0.00274638759368896	210	148	0.00297256589930343	0.0161071594078535
Temperature	Myriosclerotinia	Hot	0.000112085359662415	3.73399845340257e-05	210	31	0.00303172946534975	0.0163643158013859
Kit	Clostridium	Zymo	-0.285460918838016	0.0953595235464602	210	209	0.00311097772190937	0.0167274879047281
Temperature	Gemella	Room Temp	-0.00022363791269527	7.47878128613878e-05	210	127	0.00314254299660905	0.0168324716829864
Temperature	Schaalia	Hot	-0.000577614435634039	0.000193871116591925	210	143	0.00325171089533432	0.0172929702981489
Temperature	Alloscardovia	Hot	-0.00017861743319898	5.99544049258786e-05	210	66	0.00325325549958023	0.0172929702981489
Temperature	Negativicoccus	Room Temp	-0.000158684521121422	5.35026875215369e-05	210	28	0.0033909497509422	0.0179566202720348
Kit	unclassified.Acidobacteriaceae	Zymo	0.000143690454398106	4.86130009764821e-05	210	178	0.00349917822734731	0.0184598157050247
Kit	Succiniclasticum	Zymo	0.000187022668921883	6.39425679019662e-05	210	181	0.00385034115987154	0.0201602132640465
Temperature	Xylanimonas	Hot	-0.000788037066457603	0.000269352669177453	210	137	0.00384067960415809	0.0201602132640465
Kit	unclassified.Sutterellaceae	Zymo	0.00390754637993416	0.00134008363723899	210	207	0.00395782455057746	0.020568917181068
Kit	Intestinibacter	Zymo	-0.00610758024359809	0.00209375735909757	210	119	0.00394392510034412	0.020568917181068
Temperature	Megamonas	Room Temp	-0.440347655193761	0.151209327036333	210	130	0.00400332739599427	0.0207283396281481
Temperature	Proteobacteria..environmental.samples	Room Temp	0.00952901493768252	0.00327943503567672	210	125	0.00408368748718388	0.0210664026091626
Temperature	Paraclostridium	Room Temp	-0.000130260760216589	4.48516979173774e-05	210	37	0.00410164551974604	0.0210812516051653
Temperature	Hyaloscypha	Hot	-0.000113488737117617	3.9103229142388e-05	210	31	0.0041264393011548	0.0211309968608586
Temperature	Lactococcus	Room Temp	-0.00163071166815501	0.000563256133770299	210	209	0.00421741507274594	0.021518052086492
Kit	Blautia	Zymo	0.692536900068166	0.239722416323342	210	209	0.00429847806858311	0.0218518994177425
Temperature	Candidatus.Stoquefichus	Room Temp	-0.000931737813318204	0.000323463823102336	210	204	0.00441000540432867	0.0223376360697518
Temperature	unclassified.Muribaculaceae	Room Temp	0.000816508199897516	0.000283907174402572	210	209	0.00447118811463472	0.022565779726568
Temperature	Marvinbryantia	Room Temp	-0.000542754866464134	0.000188845776155924	210	209	0.00449713376945465	0.0225732901578821
Kit	unclassified.Selenomonadales	Zymo	-0.000537342328170168	0.000186999843485115	210	87	0.00450496992421253	0.0225732901578821
Temperature	Coriobacterium	Hot	-0.000341009191399939	0.000118873703955835	210	30	0.0045713837699355	0.0228242661084637
Kit	Coprococcus	Zymo	0.302440527634083	0.105554855639763	210	209	0.00461906164140861	0.0228366062891931
Kit	Veillonella	Zymo	0.00477837315992458	0.0016685375401646	210	209	0.00463919612741834	0.0228366062891931
Temperature	Paeniclostridium	Hot	-0.000270579795797336	9.44465266197268e-05	210	102	0.00462390154017106	0.0228366062891931
Temperature	Kandleria	Hot	-0.000335536634913569	0.000117103018097344	210	84	0.00461813052360638	0.0228366062891931
Temperature	Aspergillus	Hot	0.000396834288928336	0.000139027838212587	210	209	0.00477383489717239	0.0234169164429719
Temperature	Finegoldia	Hot	-0.000328852020360697	0.000115320942262757	210	50	0.00481330921199655	0.0235279939803188
Kit	Emergencia	Zymo	-0.00386799964060652	0.0013576046027443	210	136	0.00484959795964939	0.0236227803051911
Kit	unclassified.Firmicutes.sensu.stricto..miscellaneous.	Zymo	0.0742785136177444	0.0261303689330684	210	209	0.00494589546052004	0.0239718441535677
Temperature	Gigaspora	Hot	0.000460723086100427	0.000162179761955059	210	209	0.00497270014630517	0.0239718441535677
Temperature	Caproiciproducens	Hot	0.000180373438161842	6.34702966043365e-05	210	206	0.00495717666956553	0.0239718441535677
Temperature	Methanobrevibacter	Hot	-0.00304480690352821	0.00107709280896358	210	155	0.00518543230804577	0.0249114583046323
Temperature	unclassified.Muribaculaceae	Hot	0.000800809582071249	0.000283907174402572	210	209	0.00528268617335042	0.0252917646244654
Kit	Alloprevotella	Zymo	-0.000170204549302153	6.0542267663568e-05	210	57	0.00543229880065405	0.025919295984008
Kit	Mucilaginibacter	Zymo	-7.01999792918372e-05	2.49989815741863e-05	210	24	0.00548477734174402	0.0260806759311501
Temperature	unclassified.Clostridiaceae	Hot	0.0515445422474202	0.0183976439352783	210	209	0.0055907815300414	0.0261701165197284
Temperature	Guerin_crAss_Gamma	Hot	0.00430584393483703	0.00153594463238609	210	42	0.00556266412139805	0.0261701165197284
Temperature	Chryseobacterium	Hot	0.000464270561219808	0.000165733479634701	210	208	0.00559718514978455	0.0261701165197284
Temperature	Lachnoanaerobaculum	Hot	0.000473607899738071	0.000168921390995217	210	209	0.00555714865676891	0.0261701165197284
Temperature	Phoenicibacter	Room Temp	-0.000160426032732719	5.72527704975221e-05	210	56	0.00558456844823506	0.0261701165197284
Temperature	Pseudoclostridium	Hot	0.000188606418270845	6.73857413360242e-05	210	128	0.00563734620838701	0.0262700333310835
Temperature	Zymomonas	Room Temp	-0.00013522436209737	4.83376875114794e-05	210	26	0.00566110918913413	0.0262931250711279
Temperature	Rothia	Room Temp	-0.00058811358036984	0.000210763999267459	210	190	0.00578192429218901	0.0265892439489482
Temperature	unclassified.Clostridiales.Family.XIII..Incertae.Sedis	Room Temp	0.00109809776813828	0.00039349047766321	210	158	0.0057772919334073	0.0265892439489482
Kit	Dehalobacter	Zymo	0.000126874749223492	4.5453155741916e-05	210	79	0.0057657939900807	0.0265892439489482
Temperature	Mediterraneibacter	Room Temp	-0.000459105662491567	0.000164698704316453	210	207	0.00583088114039157	0.026726465030385
Temperature	Hypoxylon	Hot	0.000153913481362029	5.52489883386892e-05	210	72	0.00586094105309301	0.0267764561837386
Kit	Megasphaera	Zymo	0.0610464487590232	0.0219365675370407	210	207	0.00591247661389182	0.0268365009942232
Temperature	Catabacter	Hot	0.00116932051926908	0.000420034372248189	210	209	0.00589486937534393	0.0268365009942232
