taxid	name	mean16S
0	unclassified	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
0	root	NA
1	root	NA
2	Bacteria	1.94
6	Azorhizobium	3
7	Azorhizobium caulinodans	3
9	Buchnera aphidicola	1
10	Cellvibrio	3.6
13	Dictyoglomus	2
16	Methylophilus	2
17	Methylophilus methylotrophus	NA
18	Pelobacter	3.25
20	Phenylobacterium	1
22	Shewanella	9.54
23	Shewanella colwelliana	NA
24	Shewanella putrefaciens	8.29
29	Myxococcales	3.02
31	Myxococcaceae	3.46
32	Myxococcus	3.67
33	Myxococcus fulvus	NA
34	Myxococcus xanthus	4
35	Myxococcus macrosporus	3.5
39	Archangiaceae	3.25
44	Melittangium	4
47	Archangium	3
48	Archangium gephyra	3
49	Polyangiaceae	3.5
50	Chondromyces	3
52	Chondromyces crocatus	3
53	Nannocystis	NA
54	Nannocystis exedens	NA
55	Polyangium	NA
56	Sorangium cellulosum	4
59	Vitreoscilla	4.5
61	Vitreoscilla stercoraria	NA
63	Vitreoscilla filiformis	2
68	Lysobacter	1.91
69	Lysobacter enzymogenes	2
75	Caulobacter	2.12
81	Hyphomicrobium	1
85	Hyphomonas	1
87	Hyphomonas sp.	NA
88	Leptothrix	2
93	Stella	2
94	Stella humosa	2
96	Gallionella	3
99	Ancylobacter	2
102	Polaribacter glomeratus	NA
105	Runella	2.67
106	Runella slithyformis	2
107	Spirosoma	3
112	Planctomycetales	2.11
113	Gemmata	3.67
114	Gemmata obscuriglobus	5
118	Planctomyces	3
120	Planctopirus limnophila	2
122	Gimesia maris	2
123	Pirellula	1
124	Blastopirellula marina	2
126	Planctomycetaceae	2.11
127	Isosphaera	3
128	Isosphaera pallida	3
133	Methylocystis	1.8
134	Methylocystis parvus	2
136	Spirochaetales	2.2
137	Spirochaetaceae	3.39
138	Borrelia	1
139	Borreliella burgdorferi	1
140	Borrelia hermsii	1
141	Borrelia parkeri	NA
143	Borrelia anserina	1
144	Borrelia coriaceae	NA
146	Spirochaeta	2.5
154	Spirochaeta thermophila	2
157	Treponema	2.53
158	Treponema denticola	2
159	Brachyspira hyodysenteriae	1
160	Treponema pallidum	2
161	Treponema pallidum subsp. pallidum	NA
162	Treponema phagedenis	2
163	Treponema bryantii	NA
164	Treponema pectinovorum	NA
166	Treponema sp.	NA
167	Treponema succinifaciens	4
168	Treponema pallidum subsp. pertenue	NA
170	Leptospiraceae	2
171	Leptospira	2
172	Leptospira biflexa	2
173	Leptospira interrogans	2
174	Leptospira borgpetersenii	2
176	Leptospira interrogans serovar Hardjo	NA
178	Leptospira sp.	NA
179	Leptospirillum	2.33
183	Leptonema illini	2
187	Aquaspirillum	5
189	Novispirillum itersonii	NA
191	Azospirillum	8.7
192	Azospirillum brasilense	7.29
193	Azospirillum lipoferum	9
194	Campylobacter	2.91
195	Campylobacter coli	2.82
196	Campylobacter fetus	3
197	Campylobacter jejuni	2.23
198	Campylobacter hyointestinalis	3
199	Campylobacter concisus	3
200	Campylobacter curvus	3
201	Campylobacter lari	3
204	Campylobacter showae	3
206	Campylobacter sputorum	3
209	Helicobacter	2.06
210	Helicobacter pylori	1.95
211	Helicobacter sp. CLO-3	NA
212	Helicobacter acinonychis	2
213	Helicobacter cinaedi	2
214	Helicobacter felis	2
216	Helicobacter muridarum	NA
217	Helicobacter mustelae	2
222	Achromobacter	3.56
226	Alteromonas	5.01
227	Pseudoalteromonas carrageenovora	9
232	Alteromonas sp.	NA
234	Brucella	3.06
235	Brucella abortus	3
236	Brucella ovis	3
237	Flavobacterium	5.04
238	Elizabethkingia meningoseptica	4
239	Flavobacterium sp.	NA
245	Flavobacterium aquatile	NA
247	Empedobacter brevis	7
250	Chryseobacterium gleum	6
253	Chryseobacterium indologenes	6
254	Chryseobacterium indoltheticum	6
256	Myroides odoratus	NA
258	Sphingobacterium spiritivorum	NA
259	Sphingobacterium thalpophilum	7
262	Francisella	2.9
